85;108;6;-83;-19;-8;0;1;-22;-19;-2;-3;-19;-17;24;0;-23;-11;-4;34;0;21;-4;-7;-9;-4;-19;-14;1
-27;65;116;-57;-26;19;0;4;-21;-19;-7;-10;-5;-24;57;12;-47;-27;-12;12;0;24;-19;-8;-2;-3;-4;-3;1
-115;41;117;-12;-8;4;0;31;-2;-21;-2;-11;-10;-3;79;-1;-57;-13;-4;33;0;21;-20;-19;-11;-12;-13;-1;1
145;56;-31;-66;-11;1;0;13;-7;-14;-20;-28;-11;-19;5;12;-16;-8;-1;15;0;17;-13;-11;0;-5;-7;-1;1
182;-14;21;-40;-19;15;0;5;-19;-28;-16;-30;-16;-30;3;51;-22;-23;-13;51;0;30;-16;-18;-1;-8;-19;-11;1
-159;172;102;-38;-18;-11;0;34;-29;-9;-10;-11;-4;-8;100;-32;-52;-16;-2;31;0;16;-8;0;-9;-11;-19;-8;1
-61;104;60;-81;-16;27;0;43;-16;-2;-4;-22;-6;-21;62;-19;-45;-7;-10;26;0;17;-3;-8;-11;-17;-6;-9;1
-118;159;109;-90;-3;31;0;18;-18;-22;-8;-17;-18;-12;88;-19;-49;-12;-18;31;0;21;-5;-10;-11;-13;-10;-7;1
98;0;67;-82;-12;5;0;19;-5;-17;-3;-17;-18;-28;20;33;-37;-25;-12;32;0;24;-5;-14;-6;-5;-5;-20;1
-133;152;73;-7;-22;-14;0;31;-3;-17;-4;-3;-22;-22;90;-28;-46;-21;-3;42;0;19;-16;-8;0;-19;-17;-9;1
72;-9;5;-4;-1;24;0;18;-19;-15;-27;-15;-14;-12;17;10;-33;-1;-5;22;0;19;-19;-12;-8;-19;-2;-3;1
89;28;51;-100;-2;-2;0;45;-11;-27;-1;-16;-23;-24;23;26;-33;-25;-15;42;0;24;-8;-10;-4;-11;-16;-10;1
-116;139;190;-54;-16;-8;0;11;-16;-21;-29;-20;-12;-27;95;9;-52;-30;-7;51;0;29;-13;-8;-3;-18;-3;-17;1
76;43;69;-93;-5;-9;0;15;-16;-13;-20;-5;-20;-15;25;17;-39;-20;-3;34;0;21;-8;-4;-3;-15;-9;-14;1
49;21;21;-9;-11;15;0;19;-26;-12;-6;-18;-30;-10;27;9;-33;-24;-4;20;0;17;-11;-3;-11;0;-16;-6;1
108;31;36;-80;-25;25;0;24;-22;-17;-15;-21;-21;-16;16;20;-33;-9;-11;21;0;23;-10;-18;-5;-2;-9;-4;1
-12;-15;49;-16;-19;14;0;34;-8;-5;-7;-2;-2;-8;42;12;-43;-9;-13;36;0;22;-19;-18;-6;-11;-17;-13;1
157;44;-39;-64;-27;9;0;21;-12;-3;-11;-19;-24;-23;3;17;-13;-6;-5;31;0;22;-18;-18;-1;-8;-12;-6;1
142;10;51;-96;-7;6;0;8;-27;-15;-8;-28;-16;-10;9;32;-34;-2;-7;51;0;29;-16;-19;-13;-12;-7;-19;1
-15;-21;127;-26;-14;31;0;3;-5;-19;-16;-18;-2;-17;47;25;-55;-8;-11;31;0;26;-16;-20;-16;-7;-2;-15;1
21;76;38;-18;-28;-8;0;23;-26;-16;-3;-12;-24;-18;39;-2;-36;-10;-7;46;0;23;-14;-12;-16;-10;-15;-9;1
-23;79;59;-8;-17;6;0;19;-25;-12;-26;-15;-11;-21;52;-4;-40;-28;0;26;0;20;-5;-14;-4;-10;-8;-10;1
-14;66;109;-54;-16;0;0;15;-27;-24;-27;-6;-6;-7;53;10;-47;-15;-12;54;0;27;-15;-12;-5;-20;-18;-13;1
-84;118;48;-5;-23;-6;0;9;-6;-1;-11;-15;0;-19;72;-20;-41;-17;-12;22;0;17;-17;-1;-14;-1;-10;-10;1
-89;38;130;-11;-23;6;0;27;-23;-4;-25;-9;-3;-5;72;8;-55;-23;-1;27;0;25;-19;-19;-15;0;-8;-7;1
-50;-1;118;-6;-15;39;0;45;-8;-18;-25;-18;-28;-25;60;21;-53;-28;-16;6;0;19;-9;-9;-3;-2;0;-3;1
50;92;62;-46;-21;-27;0;0;-7;-26;-21;-7;-28;-12;39;15;-32;-27;-8;71;0;30;-19;-10;-11;-19;-12;-19;1
119;-40;-25;-37;0;26;0;42;-15;-9;-14;-7;-9;-27;4;26;-21;-18;-3;33;0;21;-9;-19;-11;-16;-13;-6;1
50;137;-35;-68;-28;21;0;46;-20;-21;-28;-8;-25;-15;32;-10;-11;-28;-3;26;0;22;-11;-4;-6;-6;-15;-5;1
-16;22;115;-41;-9;-14;0;40;0;-7;-23;-27;-25;-6;50;16;-51;-26;-4;42;0;20;-9;-11;-2;-10;-9;-17;1
-35;53;103;-43;-28;19;0;43;-27;-22;-5;-8;-15;-27;57;9;-47;-21;-7;47;0;30;-19;-11;-11;-5;-20;-19;1
-9;-25;153;-6;-23;-21;0;15;-5;-20;-18;-2;-11;-18;49;36;-55;-26;-11;48;0;21;-7;-12;-17;-19;-8;-6;1
-86;114;60;-1;-4;-9;0;9;-6;-10;-19;-11;-11;-20;70;-24;-46;-5;-8;30;0;16;-10;-3;-9;-4;-19;-13;1
52;4;106;-56;-19;-16;0;12;-26;-6;-13;-9;-6;-16;33;29;-47;-19;-18;41;0;20;-6;-3;-14;-14;-13;-9;1
-80;176;35;-52;-17;27;0;12;-6;-27;-15;-10;-29;-7;75;-25;-32;-21;-20;19;0;20;-3;-15;-1;-12;-1;-9;1
77;49;103;-87;-27;-18;0;8;-10;-8;-16;-14;-20;-26;30;27;-41;-29;0;38;0;26;-17;-12;-3;-5;-9;-8;1
-86;96;106;-20;-20;-8;0;24;-13;-13;-15;-2;-24;-17;72;-12;-53;-14;-1;13;0;19;-15;-11;-9;-1;-2;-3;1
145;2;15;-84;-29;5;0;31;-7;-18;-7;-6;-28;-12;4;23;-31;-4;-2;28;0;22;-14;-17;-10;-8;-6;-8;1
150;-17;-5;-35;-23;21;0;6;-24;-3;-18;-15;-23;-8;0;24;-28;-9;-4;13;0;14;-6;-6;-4;-14;-7;0;1
-69;193;-28;-16;-16;3;0;34;-17;-21;-16;-21;-16;-4;69;-36;-18;-11;-17;44;0;21;-11;-7;-19;-17;-4;-16;1
-28;14;116;-67;-11;29;0;24;-4;-4;-30;-4;-23;-4;53;17;-51;-21;-12;47;0;22;-1;-13;-16;-17;-12;-19;1
51;-21;100;-76;0;6;0;21;-3;-11;-5;-28;-18;-9;31;35;-45;-26;-20;40;0;21;-15;-5;-18;-16;-4;-2;1
-7;81;39;-44;-8;15;0;31;-2;-24;-17;-25;-28;-6;45;-9;-38;-8;-7;49;0;22;-14;-18;-15;-13;-18;-3;1
14;141;-76;-18;-17;-9;0;42;-9;-7;-24;-5;-4;-23;39;-22;-3;-11;-14;31;0;21;-9;-16;-8;-1;-16;-15;1
48;105;67;-86;-25;8;0;8;-15;-13;-29;-28;-2;-28;39;9;-35;-14;-19;38;0;22;-4;-5;-13;-14;-5;-7;1
55;44;17;-72;-19;9;0;35;-13;-9;-23;-10;-8;-3;26;3;-32;-19;-5;13;0;15;-2;-5;-11;-9;-3;-7;1
-3;-22;191;-94;-8;4;0;46;-29;-6;-14;-14;-27;-9;47;36;-61;-1;-14;46;0;25;-18;-10;-19;-19;-5;-1;1
46;104;1;-85;-22;16;0;27;-10;-2;-26;-14;-15;-15;31;-10;-26;-15;-1;21;0;18;-18;-1;-1;-16;-5;-6;1
-139;158;58;-13;-15;13;0;8;-6;-26;-8;-17;0;-6;91;-34;-45;-8;-13;4;0;16;-6;-10;-7;0;0;-14;1
-63;50;78;-8;0;-1;0;43;-9;-29;-13;-14;-22;-6;61;-6;-51;-6;-13;27;0;16;-4;-16;-5;-18;-3;-7;1
30;113;-5;-30;-22;-2;0;21;-6;-23;-14;-19;-20;-18;37;-13;-26;-10;-11;35;0;16;-3;-14;-1;-17;-16;-1;1
63;51;-7;-25;-20;14;0;34;-27;-5;-26;-7;-20;-21;22;-4;-29;0;-2;30;0;19;-12;-10;-19;-5;-18;-1;1
-19;31;55;-15;-16;38;0;1;-2;-2;-25;-21;-8;-14;46;-0;-44;-11;-10;19;0;16;-18;-2;-3;-8;-16;-6;1
46;44;38;-52;-29;10;0;28;-7;-4;-24;-18;-12;-16;30;6;-36;-24;-3;17;0;17;-11;-4;-4;-2;-12;-6;1
68;89;3;-66;-21;16;0;8;-26;-6;-6;-29;-20;-4;26;1;-24;-23;-3;22;0;19;0;-19;-2;-10;-2;-12;1
-37;166;16;-52;-22;6;0;5;-11;-11;-23;-10;-14;-7;59;-26;-29;-16;-5;30;0;21;-5;-8;-17;-5;-6;-19;1
-24;44;23;-1;-15;6;0;46;-17;-9;-24;-17;-7;-2;48;-3;-35;-28;-4;32;0;18;-13;-6;-13;-14;-11;-6;1
152;16;-47;-55;-3;30;0;1;-2;-27;0;-29;-19;-10;4;30;-7;-23;-20;12;0;21;-19;-3;-6;-3;-2;-6;1
-59;132;3;-15;-5;15;0;13;-17;-2;-11;-18;-6;-26;61;-27;-30;-15;-9;24;0;17;-1;-16;-13;-4;-14;-7;1
-88;120;89;-18;-19;-4;0;17;-24;-17;-4;-4;-12;-28;76;-14;-47;-13;-14;24;0;20;-7;-16;-11;-12;-2;-2;1
208;38;-62;-59;-22;-19;0;34;-30;0;-12;-18;-16;-29;-4;38;2;-22;-11;50;0;25;-6;-18;-17;-18;0;-9;1
18;103;26;-98;-14;1;0;35;-8;-9;-16;-22;-5;-6;41;-8;-33;-3;-19;30;0;20;-17;-10;-10;-5;-15;-1;1
249;-68;-47;-35;-21;-16;0;46;-15;-16;-9;-23;-10;-23;-18;60;-9;-20;-9;43;0;22;-2;-17;-17;-3;-15;-12;1
136;93;-23;-98;-19;-1;0;9;-14;-26;-28;-13;-3;-3;12;12;-13;-19;-3;34;0;21;-7;-5;-13;-9;-16;-4;1
100;10;27;-11;-24;-1;0;21;-29;-12;-23;-27;-12;-13;20;29;-28;-27;-13;38;0;25;-19;-11;-17;-4;-9;-2;1
5;158;-14;-86;-3;18;0;40;-25;-27;-9;-26;-22;-2;47;-15;-16;-23;-14;46;0;25;-2;-18;-7;-13;-15;-15;1
-16;42;142;-63;-25;1;0;40;-25;-19;-25;-7;-10;-24;55;21;-51;-29;-10;47;0;23;-11;-2;-6;-19;-19;-4;1
-6;62;56;-5;-21;-16;0;33;-14;-12;-18;-20;-20;-13;50;8;-37;-23;-17;48;0;25;-17;-14;-8;-10;-6;-19;1
93;31;30;-75;-7;18;0;30;-28;-20;-25;-28;-8;-4;18;15;-32;-10;0;58;0;28;-15;-19;-20;-14;-18;-10;1
165;34;21;-99;-27;22;0;9;-29;-21;-21;-10;-29;-4;5;32;-24;-14;0;61;0;30;-17;-14;-11;-19;-20;-13;1
68;54;8;-97;-24;25;0;37;-13;-7;-21;-2;-8;-16;23;1;-30;-4;-12;23;0;18;-14;-1;-4;-20;-11;-2;1
-10;-21;105;-32;-19;43;0;39;-9;-21;-13;-26;-3;-26;41;11;-58;-2;-4;16;0;15;-1;0;-11;-3;-12;-19;1
37;113;10;-80;-22;-5;0;46;-19;-7;-6;-20;-27;-14;35;-10;-28;-7;-9;42;0;21;-14;-7;-16;-19;-3;-6;1
85;-2;-10;-2;0;-2;0;38;-23;-13;-14;-15;-27;-11;16;17;-25;-24;-5;37;0;18;-6;-6;-11;-14;-10;-16;1
16;-69;118;-1;-17;44;0;2;-7;-1;-17;-21;-20;-20;35;36;-54;-27;0;19;0;19;-5;-18;-17;-5;-6;-2;1
54;85;16;-73;-6;-29;0;44;-26;-19;-6;-1;-3;-30;31;3;-26;-23;-5;44;0;25;-3;-11;-16;-16;-4;-18;1
103;107;0;-99;-9;5;0;16;-18;-19;-29;-12;-26;-10;22;8;-19;-9;-12;44;0;26;-13;-17;-1;-9;-19;-8;1
101;62;-32;-50;-23;11;0;26;-13;-15;-28;-3;-2;-28;15;5;-16;-10;-7;31;0;21;-12;-5;-17;-4;-16;-9;1
61;33;77;-34;-21;4;0;24;-22;-22;-13;-22;-28;-29;30;19;-41;-21;-3;31;0;22;-6;-9;-17;0;-7;-8;1
147;-31;22;-78;-15;10;0;19;-7;-10;-1;-23;-15;-12;3;34;-31;-14;-8;30;0;19;-2;-15;-16;-6;-6;-14;1
-83;44;159;-42;-28;15;0;37;-7;-14;-1;-21;-30;-16;72;7;-62;-3;-13;35;0;19;-13;-10;-7;-10;-16;-3;1
210;-53;66;-92;-11;-5;0;6;-3;-18;-22;-20;-22;-23;-2;68;-32;-25;-16;42;0;24;-10;-4;-3;-8;-10;-17;1
-21;37;121;-85;-5;2;0;25;-2;-10;-2;-16;-19;-16;53;15;-51;-11;-17;37;0;25;-15;-17;-16;-5;-2;-15;1
155;-51;31;-51;-27;-17;0;29;-5;-23;-6;-4;-18;-7;2;43;-33;-21;-7;26;0;21;-13;-8;-12;-2;-6;-14;1
28;58;60;-84;-22;3;0;39;-18;-8;-4;-14;-29;-4;34;-3;-45;0;-5;28;0;18;-5;-14;-15;-4;-11;-7;1
-52;57;119;-44;-5;21;0;1;-17;-18;-6;-13;-28;-6;60;0;-54;-4;-3;41;0;25;-20;-15;-20;-5;-17;-6;1
-27;68;78;-27;-22;-15;0;22;-21;-8;-3;-16;0;-23;56;8;-40;-30;-8;57;0;29;-19;-18;-20;-13;-9;-14;1
-61;132;46;-62;-23;12;0;30;-5;-9;-14;-15;-14;-11;64;-23;-39;-12;-7;48;0;20;-14;-4;-11;-18;-17;-16;1
-2;-24;129;-9;-18;33;0;9;-30;-21;-21;-13;-12;-13;44;29;-53;-25;-8;12;0;20;-5;-7;-16;-4;-2;-4;1
66;61;-1;-32;-10;-14;0;23;-17;-19;-15;-25;-8;-4;27;8;-23;-14;-16;32;0;24;-16;-19;-16;-3;-2;-7;1
53;102;19;-79;0;3;0;34;-9;-29;-28;-28;-20;-10;35;6;-23;-30;-9;56;0;25;-3;-11;-16;-9;-15;-17;1
77;69;-2;-84;-3;2;0;26;-16;-11;-17;-11;-1;-24;23;8;-21;-20;-7;31;0;24;-15;-10;-18;-10;-2;-9;1
79;85;34;-86;-18;-6;0;19;-7;-19;-15;-14;-29;-15;30;16;-26;-23;-17;49;0;25;-5;-18;-16;-16;0;-11;1
31;112;-9;-75;-3;19;0;26;-10;-15;-13;-9;-23;-26;39;-2;-18;-19;-19;30;0;27;-19;-13;-3;-9;-3;-16;1
73;-77;138;-15;-26;2;0;9;-1;-22;-14;-8;-26;-23;22;46;-57;-12;-5;45;0;19;-3;-10;-10;-19;-9;-18;1
36;-28;47;-36;-11;35;0;49;-12;-13;-10;-19;-27;-8;30;23;-40;-19;-19;25;0;20;0;-18;-7;-2;-14;-14;1
38;55;46;-74;-23;16;0;37;-11;-26;-12;-7;-28;-6;31;-1;-40;-4;-3;33;0;20;-12;-8;-13;-16;-7;-9;1
-8;58;92;-40;-20;-2;0;34;-23;-13;-10;-7;-24;-30;47;-0;-51;-2;-15;24;0;15;-2;-3;-1;-15;-11;-6;1
-51;112;32;-9;-10;-22;0;39;-22;-15;-9;-23;-14;-3;59;-23;-40;-4;-11;46;0;15;-2;-18;-10;-19;-18;-1;1
-77;84;107;-33;-9;8;0;22;-4;-23;-27;-23;-15;-1;73;1;-48;-30;-15;40;0;19;-6;-5;-18;-12;-12;-3;1
-146;136;108;-22;-8;3;0;4;-6;-8;-11;-11;-24;-4;97;-17;-51;-19;-16;38;0;18;-7;-16;-5;-13;-19;-2;1
21;153;-29;-89;-14;25;0;20;-19;-5;-6;-24;-9;-18;41;-17;-15;-9;-19;26;0;21;-15;-1;-1;-12;-8;-17;1
220;27;-35;-99;-18;9;0;48;-14;-18;-26;-28;-25;-25;-5;45;-6;-15;-12;75;0;31;-10;-18;-13;-19;-17;-17;1
144;-27;27;-93;-13;30;0;34;0;-21;-22;-8;-29;-15;3;31;-34;-6;-9;22;0;19;-7;-5;-17;0;-10;-11;1
73;41;3;-69;-9;2;0;21;-6;-10;-8;-28;-5;-1;21;4;-30;-10;-14;14;0;12;-1;-4;-12;-11;-2;-2;1
69;-4;36;-40;-3;-2;0;40;-25;-9;-3;-12;-25;-18;23;22;-34;-27;-8;39;0;21;-3;-18;-7;-19;-8;-9;1
86;68;21;-63;-14;-18;0;37;-24;-1;-17;-26;-15;-27;24;12;-27;-23;-7;35;0;21;-1;-15;-6;-7;-5;-13;1
-119;188;21;-71;-7;23;0;20;-25;-7;-2;-4;-9;-2;83;-40;-33;-16;-7;26;0;19;-6;-17;-11;-15;-12;-1;1
60;28;66;-67;-1;5;0;6;-14;-5;-30;-1;-15;-26;27;15;-41;-10;-7;39;0;22;-16;-13;-3;-16;-19;-1;1
-92;84;113;-11;-29;18;0;25;-11;-8;-25;-8;-20;-26;77;-2;-52;-15;-20;46;0;19;-2;-8;-3;-18;-20;-15;1
80;111;-41;-80;-12;1;0;40;-18;-3;-10;-15;-17;-29;23;-4;-11;-15;-11;32;0;19;-8;-1;-3;-12;-12;-15;1
81;-4;96;-67;-3;-3;0;0;-3;-16;-12;-3;-29;-29;22;27;-47;-13;-1;31;0;22;-7;-20;-6;-14;-3;-6;1
156;-20;-38;-1;-20;22;0;18;-20;-16;-8;-10;-29;-27;-2;26;-17;-4;-6;31;0;21;-13;-15;-17;-9;-9;-7;1
-35;98;102;-51;-20;0;0;7;-17;-8;-29;-1;-7;-30;59;-2;-46;-20;-3;42;0;23;-6;-18;-10;-14;-15;-4;1
21;19;55;0;-19;-10;0;24;-23;-3;-30;-8;-8;-14;39;18;-38;-27;-15;51;0;23;-18;-9;-9;-14;-20;-10;1
175;-50;-17;-22;-8;11;0;0;-21;-17;-18;-1;-24;-2;-7;37;-22;-14;-3;16;0;18;-10;-6;-11;-10;-2;-11;1
-40;121;122;-98;-26;19;0;33;-23;-21;-10;-15;-29;-21;63;-7;-51;0;-12;39;0;23;-9;-12;-3;-17;-13;-5;1
21;62;10;-1;-8;-13;0;2;-29;-4;-11;0;-5;-21;36;-4;-31;-15;-7;16;0;18;-3;-13;-2;-3;-10;-16;1
-31;12;86;-1;-26;8;0;36;-3;-21;-30;-2;-7;-16;49;1;-55;-1;-9;14;0;14;-8;-7;-10;-12;-5;-1;1
-67;113;104;-75;-24;26;0;19;-26;-13;-6;-9;-29;-4;66;-15;-51;-8;-2;31;0;20;-8;-17;-3;-18;-14;-1;1
-11;93;-73;-5;-21;8;0;49;-5;-4;-10;-9;-6;-3;41;-21;-7;-20;-6;15;0;18;-9;-13;-8;-2;-7;-15;1
90;20;87;-77;-8;-4;0;13;-12;-14;-20;-13;-29;-24;23;25;-44;-7;-18;26;0;16;-3;-3;0;-6;-17;-2;1
60;-32;37;-28;-28;32;0;34;-20;-4;-5;-24;-10;-9;21;19;-41;-6;-9;41;0;20;-12;-18;-15;-16;-17;-4;1
214;-9;-18;-86;-8;-9;0;6;-6;-6;-28;-11;-3;-25;-6;49;-13;-20;-19;30;0;20;-6;-7;-4;-3;-17;-8;1
176;1;-5;-73;-6;-19;0;25;-15;-10;-24;-10;-3;-28;-1;33;-22;-18;-6;28;0;17;-2;-8;-11;-14;-6;-1;1
-23;50;63;-41;-20;22;0;44;-19;-16;-12;-10;-24;-10;50;2;-42;-25;-4;24;0;23;-11;-17;-10;-4;-9;-7;1
107;18;4;-50;-28;21;0;36;-27;-27;-17;-7;-6;-19;12;13;-29;-6;-3;12;0;23;-13;-13;-6;-5;-2;-10;1
77;48;-34;-30;-2;16;0;39;-27;-5;-21;-6;-25;-26;18;0;-18;-15;0;8;0;19;-14;-10;-7;-3;-3;-3;1
83;105;-30;-62;-17;-6;0;27;-9;-8;-25;-20;-20;-11;23;-3;-16;-4;-17;44;0;19;-9;-12;-3;-17;-15;-8;1
101;104;-39;-83;-20;11;0;49;-27;-2;-25;-18;-29;-14;19;1;-11;-12;-11;40;0;22;-12;-3;-8;-14;-12;-11;1
-105;77;92;-24;-11;15;0;23;-2;-10;-6;-27;-13;-2;76;-14;-54;-3;-15;20;0;13;-4;-4;-11;-6;-6;-17;1
31;73;44;-90;-10;18;0;48;-10;-21;-11;-13;-25;-28;37;2;-36;-10;-13;43;0;25;-9;-9;-5;-8;-19;-19;1
79;-56;92;-76;-30;6;0;43;-3;-6;-4;-16;-13;-10;19;34;-51;-4;-14;29;0;19;-8;-9;-2;-1;-19;-19;1
-48;118;95;-85;-15;14;0;1;-8;-20;-16;-7;-4;-17;61;-13;-47;-13;-3;19;0;20;-11;-5;-9;-5;-14;-2;1
-18;91;-11;-52;-12;30;0;38;-11;-8;-4;-25;-14;-2;46;-18;-27;-2;-17;16;0;19;-17;-12;-12;-6;-2;-6;1
80;48;2;-19;-15;-4;0;4;-24;-24;-12;-17;-8;-7;20;3;-29;-1;-6;29;0;19;-11;-10;-15;-15;-3;-8;1
73;-70;135;-87;-8;15;0;41;-10;-15;-18;-18;-15;-14;22;45;-55;-12;-7;37;0;23;-12;-12;-14;-4;-17;-8;1
121;26;24;-95;-19;16;0;31;-29;-20;-20;-21;-2;-5;10;17;-32;-2;-3;26;0;25;-13;-18;-8;-9;-2;-13;1
103;-31;16;-42;-21;24;0;24;-16;-2;-12;-3;-15;-21;14;35;-27;-28;-16;45;0;24;-15;-18;-9;-20;-17;-2;1
-88;114;163;-84;-15;-2;0;5;-17;-17;-13;-8;-11;-12;79;-2;-57;-1;-18;46;0;22;-5;-6;-14;-13;-16;-14;1
171;9;-9;-58;-17;1;0;0;-12;-10;-29;-24;-5;-9;1;32;-20;-11;-13;25;0;20;-17;-3;-11;-6;-9;-1;1
8;12;73;-41;-24;11;0;36;-7;-18;-16;-7;-23;0;38;6;-49;-13;-4;16;0;14;-4;-7;-9;-14;-3;-4;1
-17;-21;101;-13;-30;26;0;13;-3;-11;-16;-17;-5;-2;47;21;-52;-27;-12;17;0;14;-1;-10;-8;-17;-3;-2;1
-101;93;140;-15;-28;-9;0;21;-16;-1;-24;-28;-16;-4;81;-4;-57;-13;-12;21;0;17;-11;-10;-5;-4;-3;-4;1
-75;85;128;-51;-25;3;0;33;-1;-20;-13;-14;-11;-29;73;3;-51;-27;-12;33;0;21;-8;-11;-10;-13;-7;-2;1
-64;-4;164;-24;-9;23;0;44;-23;-15;-18;-17;-22;-22;62;19;-62;-8;-3;46;0;23;-13;-8;-11;-18;-16;-12;1
-8;47;99;-31;-13;4;0;30;-27;-17;-12;-22;-20;-23;46;3;-51;-11;-2;14;0;17;-2;-13;-4;-1;-6;-7;1
-114;104;131;-1;-13;-13;0;31;-2;-15;-26;-21;-25;-23;84;-10;-56;-21;0;47;0;16;0;-11;-7;-18;-15;-6;1
-94;58;174;-78;-3;36;0;17;-25;-7;-19;-9;-21;-15;75;7;-60;-14;-2;39;0;21;-10;-6;-16;-18;-17;-1;1
48;128;19;-63;-15;-22;0;22;-27;-20;-18;-14;-11;-19;37;-4;-26;-3;-12;58;0;28;-16;-10;-18;-18;-3;-20;1
130;-40;87;-80;-13;-17;0;42;-19;-28;-1;-9;-23;-20;13;50;-40;-26;-17;51;0;24;-14;-1;-18;-16;-15;0;1
83;-63;60;-87;-5;39;0;37;-4;-21;-14;-1;-20;0;19;44;-38;-28;-18;20;0;24;-9;-16;-11;-5;-2;-13;1
163;-63;47;-93;-15;17;0;36;-10;-14;-21;-15;-11;-14;-2;42;-39;-6;-3;32;0;22;-19;-4;-17;-11;-9;-7;1
-44;117;69;-73;-5;-2;0;43;-4;-29;-5;-26;-29;-4;61;-12;-42;-15;-9;43;0;22;-8;-17;-1;-7;-17;-15;1
-42;22;71;-21;-18;7;0;43;-3;-4;-12;-26;-10;-2;54;3;-48;-14;-9;23;0;19;-20;-17;-7;-7;-6;-2;1
106;0;40;-73;-24;6;0;13;-1;-8;-14;-16;-22;-2;16;29;-34;-18;-17;25;0;21;-7;-16;-3;-3;-5;-17;1
109;111;-43;-32;-11;3;0;3;-23;-19;-18;-28;-22;-20;18;1;-9;-2;-9;48;0;24;-8;-18;-12;-17;-4;-13;1
181;-16;-51;-12;-10;-6;0;6;-3;-28;-24;-16;-6;-7;-6;31;-12;-8;-15;32;0;14;-7;-2;-11;-11;-20;-2;1
169;-8;20;-90;-9;27;0;3;-22;-1;-19;-16;-22;-23;0;37;-27;-16;-4;25;0;24;-10;-8;-18;-4;-2;-12;1
167;60;-30;-95;-6;18;0;4;-19;-21;-16;-28;-11;-12;4;26;-9;-26;-5;24;0;21;-1;-8;-14;-8;-1;-9;1
86;0;71;-40;-23;-24;0;45;-16;-20;-26;-28;-7;-10;22;27;-41;-22;-7;48;0;21;-6;0;-15;-13;-8;-18;1
12;77;1;-41;-12;28;0;3;-14;-5;-6;-21;-11;-8;39;-9;-29;-11;-18;19;0;14;-2;-5;-8;-14;-8;-8;1
-100;42;161;-6;-16;23;0;12;-23;-13;-15;-26;-7;-19;77;7;-62;-7;-12;24;0;16;0;-14;-9;-18;-4;-1;1
51;110;22;-96;-6;1;0;28;-2;-14;-6;-20;-30;-29;33;-5;-29;-4;-8;58;0;24;-9;-16;-7;-14;-19;-18;1
